"comment_author","comment_date","comment_text"
"Hao Wu","2021-10-31T02:20:59Z","The Mediterranean Sea was 3.6°F (2°C) hotter during the Roman Empire than other average temperatures at the time, a new study claims. The Empire coincided with a 500-year period, from AD 1 to AD 500, that was the warmest period of the last 2,000 years in the almost completely land-locked sea."
"Daniel Li","2021-10-31T02:09:09Z","This is a green scam"
"jody patton","2021-10-31T02:02:21Z","Let's go Brandon world-wide"
"kaceo brwa","2021-10-31T01:49:08Z","western countries should stop eating meat , and stop lecturing other countries"
"Jaymon Hotz","2021-10-31T01:35:36Z","disaster is predicted and it just doesn't happen"
"John Vista","2021-10-31T01:31:13Z","It's already too late. No need to blame anyone for what is to happen. I'll be more happy if all humans get wipe wiped out."
"Ric R.","2021-10-31T01:12:35Z","But then the weaterners and leaders are sitting inside AC rooms eating ice cream that takes about 10 minutes to melt."
"Ethereal311","2021-10-31T01:09:17Z","This is the same dumb question we've been repeating for 30 years. The reality is that back in the day only Europe was industrialized, and the pollution from the Victorian era was a BIG problem, but it was still only a fraction of the world. Now, however, the ENTIRE PLANET is industrializing, and its trying to be just as consumption based as the lucky Europeans who did it first. The Malthusian pressures are going to boil over within the next few decades. The only thing that's stopping them are the Americans who thought they could turn Afghanistan into Oklahoma.
We all know how that turned out."
"xiaochen Wu","2021-10-31T01:05:08Z","People never feel painful until they sufferd themselves. It strikes me that people buy more and more products than ever before and then disgard them easily never feeling sorry for the planet. What a pity."
"Vincent Dalisay","2021-10-31T01:04:16Z","Iam planning to live underground.
*I think thats the best thing*"
"Tom Frame","2021-10-31T01:01:11Z","If you waste your time thinking this is the leading threat to all life on earth you have your head in the sand. The population crisis is the only issue. The rapidly increasing population is pushing people to the fringes of habitable land so there will always be plenty of people to film so we can delude ourselves we are taking positive action."
"Lay","2021-10-31T01:00:06Z","We should do something, both individual and country."
"Cool Girl 007","2021-10-31T00:57:07Z","What is the cause of 3 degrees world ? What is the roots of climate change ? Shall we all stop developing  ?"
"Woodchip Gardens","2021-10-31T00:55:34Z","Volcanoes, fire and water rule the Earth, not us."
"MDaneil Isaac","2021-10-31T00:55:28Z","Hypocrite.....????"
"ด่าลิ้งไอเลิฟอยู่","2021-10-31T00:54:29Z","More thermal, more heat.
More water vapor, more moisture.
Upside down ocean - like, more rain.
More waterfall, more mudslide."
"Taxi Rob","2021-10-31T00:53:24Z","Body temp plus near 100% humidity? Welcome to Cleveland in August."
"Peter Jacobsen","2021-10-31T00:46:28Z","I continue to be highly optimistic about our world's future and I think this century is going to see huge numbers of people getting out of poverty and into comfortable, prosperous lives in medium-developed countries. And we will find a way to first adapt to, and then mitigate climate change. Most of the solutions are already on the drawing board, we just need to implement them. Imagine if we didn't even know what to do. It's going to be great!"
"Grant McCoy","2021-10-31T00:43:32Z","Ironic, coming from the Economist. Seeing all of those impoverished people, this could have just as easily been about how capitalism is destroying the world.

The crazy thing about all of this, is that it's supposedly being caused by a minutia of 0.01% increase in atmospheric CO2 concentration. Not to mention that average temperature has only increased by 1° after all these years. How could this possibly be responsible for the inclement weather?

How can anyone take climate change seriously? It's about as serious as that guys beard. It's just fear mongering. By the rate we're going, it's unlikely we'll even add 0.01% more CO2 in this century.

It's obvious to me, and it should be obvious to everyone else, that any increase in temperature is just because of urbanization, population growth and tremendous amounts of heat being pumped into the environment."
"Iggy","2021-10-31T00:38:30Z","Its because of america since most american using v8 suv and eats a lottss."
"Adad","2021-10-31T00:34:09Z","One hears 3 degrees centigrade banded about, but when translated in to optics it is very harrowing.

   If only the new summit in Scotland can thrash out a policy consummate with the urgency required."
"hp","2021-10-31T00:31:01Z","Fake...."
"Deep Ashtray","2021-10-31T00:20:30Z","There is a cruelty about climate change which is very seldom ever articulated. It is cruel to deny the science or bury your head in the sand and pretend it's something an ocean or 2 away when so many people in this world are actually suffering from the results of climate change. The U.S. is no more immune from the effects of AGW than any other country or the tsunami of displaced people that will be slamming across our borders."
"Quantanamo Bay","2021-10-31T00:18:50Z","Be proud you get to live in the time where you can see the end of it all.  The vast majority of humans did not receive this blessing"
"michael brin","2021-10-31T00:15:13Z","If human behavior is predictable, then a 3 degree world is inevitable..."
"Dankster Paws","2021-10-31T00:14:40Z","0:48

Meanwhile my grandparents explaining to me the “extreme weather” they had to go through to go to school"
"ryan robbins","2021-10-31T00:06:35Z","I live in phoenix where we regularly hit 115 and occasionally 120+ yall are just weak willed"
"Ryan California","2021-10-31T00:03:02Z","The fascinating part of all this has been that I spent the fist half of my life listening to scientists say that the Earth is dynamic and never stops changing. It has been far hotter and far colder , far more carbon laden and far less carbon laden then we are today.
The hubris involved here is epic. To think that things Must stay the same or it will be detrimental to humans is misplaced. We as a species have a far far greater chance of self destruction and misery(as history has proven) from internal fighting then from ecological change ...change being a certainty no matter what we do or don't do."
"Ollie Gark","2021-10-31T00:02:04Z","We""re a doomed species of hominids and we wont be the first or the last"
"Peta Kucas","2021-10-31T00:01:44Z","It would be way better to have nuclear and all the things that nature can supply"
"Peta Kucas","2021-10-31T00:01:03Z","The world has never had set temps.. The ocean pumps out more Co2 than us small little Human Beings"
"Ganon01 Ryan Outsen","2021-10-30T23:55:50Z","We have massive drought and fires spreading in Western States without enough water"
"John Taylor","2021-10-30T23:54:58Z","Welcome to Capitalism's dystopia  👍"
"Miles Dugmore","2021-10-30T23:49:54Z","At the beginning, Bangladesh, population 1960 = 48 million, now, 164 million... the cheap frauds who make this video never never talk about the bigger elephant in the room.. why not ? because it will drag in religion, something these cheap frauds will refuse to address..."
"ali kocer","2021-10-30T23:47:47Z","4:36 this dude literally need a razor"
"Shannon Baron","2021-10-30T23:43:18Z","In the 70's the earth was cooling, now the earth is warming...It is an agenda people. Especially from something like the Economist! Globalist just want more money and control. Look into the earths magnetic field and solar activity to get real data."
"ryan robbins","2021-10-30T23:41:36Z","Lol"
"B R","2021-10-30T23:37:11Z","It's so annoying when these manipulative videos always just show poor people being poor to supplement the idea that global warming is human made."
"a p","2021-10-30T23:35:49Z","Utter Garbage , what happened to the co2 level in the covid plandemic nothing ... The sun goes through cycles."
"obsidianstatue","2021-10-30T23:32:47Z","Just do what the Americans do and use Fahrenheit and half the global warming. Simple"
"Gary Kendall","2021-10-30T23:28:54Z","It is to be noted that all these prognostications are hedged about with  ""coulds""  and ""mights"".    I wonder why, in the deep body of the IPCC  report, it talks about temperature rises of  3 - 5 degrees without calamity and a reduction of global GDP of only 4%.  Surely that is dreadfully politically incorrect."
"db1","2021-10-30T23:26:45Z","One thing we have learned from the covid pandemic is that modelling is unreliable. This film is nothing but scaremongering nonsense."
"Liason Lee","2021-10-30T23:12:19Z","15:35 Ah yes, blame the government and neglect the root cause of corruption, keep doing that, keep changing government all you want, but you will never stop the ultra rich from corrupting every system they touch, and hasten the destruction of this planet."
"ledpup","2021-10-30T23:08:15Z","Given that no action has been taken on greenhouse gases so far, why are they talking 3°C? We'll blow passed that soon enough and keep on going."
"Jim","2021-10-30T23:04:08Z","It’s important this video starts off by mentioning how much the world has warmed since the industrial revolution. We need to remember which countries have outputted the most net CO2 since the industrial revolution, and set targets that principally take into account of this fact."
"Liason Lee","2021-10-30T22:59:30Z","4:50 The rich only hoard wealth for themselves, cities are wealthy? Give everyone a break would you, cities are the poorest places on the planet despite the looks."
"T","2021-10-30T22:50:13Z","Some places would benefit. Why don't you talk about them?"
"MrLoobu","2021-10-30T22:49:20Z","People will continue to flee to the cities, and eventually we will all starve there together."
"michael ansbro","2021-10-30T22:48:48Z","the native plants look great in guatamala"
"MrLoobu","2021-10-30T22:45:46Z","If everyone stopped spending money and stayed home from work, we could fix this right away. Oh that's right we don't own where we live or the means to feed ourselves! It's been a done deal for some time lol."
"Mark Green","2021-10-30T22:44:39Z","I am 36 and halfway though my life and my plan is to consume  as much as possible and die comfortable. This is everyone else's plan too. Nobody wants to live in a hand made hut, washing their clothes by hand whilst eating from a locally sourced sustainable eco system. Even hippie clothes are stained with dyes that hurts the planet. Gluing yourself to a bus won't help either."
"Andy Russell","2021-10-30T22:38:04Z","Each year the global population increases. No matter how much we try and cut down our impact on the environment it will be canceled out by the ever increasing population. No one ever seems to talk about this issue"
"Arnold Munez","2021-10-30T22:34:09Z","This stuff does not exist."
"Rudl Za Vedno","2021-10-30T22:27:25Z","PM Johnson warns of ‘difficult geopolitical events’ echoing those that ended Roman empire in front of G20/COP26 summit: ""We're facing shortages, desertification, habitat loss, movements, contests for water, for food, huge movements of peoples.... difficult geopolitical events, very difficult to control. "" BoJo the Clown got something right for a change by noticing civilization is speeding towards collapse. Maybe he cares about the future of his children after all? Nah... just a moment of lucid weakness on his part."
"Fernando Ribeiro","2021-10-30T22:23:37Z","Make América Great Again meant the reindustrialization of América,  this colides with the interests of the biggest economic groups. Trump was making a rupture with this model of globalization giving priority to MADE IN USA. These were the reasons why media made an enormous WASH BRAIN against Trump. You also remember recently the giant ship transporting almost 20thousand containers named Ever Given  ? There was some journalists asking how many fuel tons per day is necessary to move a giant like this  ? How many of these goods were produced in some place where the enviroment normatives are nule  ?"
"Lee Kwok","2021-10-30T22:23:19Z","3° C? What a joke & so inaccurate: It's 37.4 °F. Should learn to use and appreciate the Fahrenheit scale for it can help you feel the real temperature of hot or cold."
"knowone-sts","2021-10-30T22:21:01Z","What happened to that pesky ice age. We were warned about in the 1970's  ???"
"S O","2021-10-30T22:20:58Z","In 2000 Al Gor made a documentary telling us that the world would end because of climate change , hows that working out."
"Thomas Corbett","2021-10-30T22:14:19Z","The world has been much hotter than this and much colder, don't let politicians scare you so they have power over you ."
"TheEmmaLucille","2021-10-30T22:13:54Z","I have ZERO hope. People do not WANT to change their behaviour, it's always the neighbor or the foreigner who have to change, not them."
"whatapp+¹ ³ ⁰ ² ⁷ ⁶ ⁶ ⁷ ² ⁰ ³","2021-10-30T22:09:03Z","*When it comes to the world of investing, most people don't know where to start. Fortunately,great investors of the past and present can provide us with guidance.*"
"Paul","2021-10-30T22:00:39Z","I hate myself for saying this but the problem with this video is that people in the west are now used to seeing people in developing countries suffer. Impacts on western life would probably have more of a punch."
"MobiusPrime 2035","2021-10-30T21:56:03Z","weird how they are assuming that their wont be a push to remove carbon from the air with renewables that use the wild weather to power the carbon capture plants. which then means that the carbon captured would also have a reason to be made into product that can be profited from too.  then our problems shortly after will be the opposite, unstoppable cooling due to new business motives id think"
"James","2021-10-30T21:53:33Z","Earth will be the new mars"
"James","2021-10-30T21:52:40Z","Well it's what the people want driving them car's"
"mathangel az","2021-10-30T21:49:50Z","3*C increase  is approximately 36*F increase.  [ (3 times 2) plus 30) ]"
"Chris McKellar","2021-10-30T21:32:30Z","If the world stops all carbon, methane and other toxic emissions now, the planet will continue to warm to unknown temperatures, due to the fact, the planet is warming every second of every day and night. The question is, have we passed the point of no return in regards to reduce increasing temperatures? We don't know and probably never know until its to late. What we are going to see in the next 20-30 years, alot more disruptions to daily living in all countries due to the disruptive effects of a warming become more noticeable."
"djayjp","2021-10-30T21:29:10Z","Great time to go vegan...!"
"Riaz Chamkani","2021-10-30T21:21:27Z","In north west of pakistan climate change has become an acceptable phenomenon.  I still remember that people got their agriculture need from their own filed but now due to rain shortage, they have quit agriculture. Once there was annually snow on our mountain but now it's only remain for five months"
"N Hinton","2021-10-30T21:19:08Z","At 3 degrees, Miami and new York will be underwater"
"Mike5","2021-10-30T21:16:41Z","Would save lots of money on my Gas bill"
"j neilson","2021-10-30T21:13:46Z","Everyone seems to ignore the fact that we are past the point of no return ...humans now cannot fix the problem ; 3 deg is dialed in."
"Alexander Thornton","2021-10-30T21:12:32Z","Your neoliberalism and unfettered capitalism has caused this mess you should be ashamed"
"Caroline Pearsall","2021-10-31T22:45:40Z","Many models were made back in the 70s by climate scientists and they have been measuring things every since. Turns out their predictions were extremely accurate which is why scientists have recently been pushing more to be heard by politicians. You can find this data in research libraries."
"Jianhong Zhao","2021-10-31T13:48:44Z","@Simon Ellison it doesn’t say Mad Max, it says Max Max"
"Simon Ellison","2021-10-31T11:01:42Z","Because it is a clip from a film called Mad Max"
"N Hinton","2021-10-31T06:29:00Z","@Jonny Gomez Radicalism > Reformism"
"N Hinton","2021-10-31T06:28:26Z","@Jonny Gomez Something radical needs to happen. Reformism cannot work under this situation."
"Jonny Gomez","2021-10-31T06:22:09Z","Everyone needs to look up how they can be more sustainable to fix this problem"
"Rony Mazumder","2021-10-31T03:56:48Z","get a brain bud, vapour only happens when heat goes up, liquid turns to vapour and what keeps enormous heat? C02"
"John Dooley","2021-10-31T20:36:08Z","@N Hinton Spain = white houses. This could be valid. The technical term on a planetary scale is albedo. The percentage of light energy tha is absorbed by a celestial body from its nearest star. Earths albedo is about 0.39 and decreasing ice fields. which are white, will increase this rate leading to a hotter planet."
"N Hinton","2021-10-31T19:31:59Z","@HunterBidensCrackPipe I agree. So start spraying ash and dust in the upper atmosphere to lower the temperature. And if we started painted all houses white we could lower the global temp by 1 degree. But I see people are too lazy and greedy to pursue that."
"Roger Devries","2021-10-31T17:07:50Z","@P G smarter? Maybe. Better looking? Definitely. I choose to look skeptically at all of the fear mongering propaganda the media pumps out. Partially because I don’t stand to gain anything by propagating fear onto the masses. Rather, all i see coming from this whole charade is ever increasing government control, less access to affordable energy, and less money in my pocket. There is no discernible difference between the term “climate action” and “global governance”."
"P G","2021-10-31T16:12:47Z","@Roger Devries Watch out everyone, M. Roger Devries is smarter than the several thousand of scientists who work full time on the subject.  I think he has not one, but 2 phd in chemistry and thermodynamics!  More seriously, what you're saying would make sense if humans weren't destroying almost every single forest on the planet to build vast suburbs full of huge cheaply made homes and insanely big highways and parking lots to fit the hundred of millions of 4x4 SUVs people own.  Also, most of the CO2 is actually absorbed by the ocean.  However, all the life that absorbs this CO2 is adapted to the current water temperature and current water salinity.  Temperature currently warms so fast that they can't adapt and die, thus the ocean will aborb always less CO2 in the future"
"Roger Devries","2021-10-31T16:06:04Z","In what universe do you live in? Have you no understanding of history? Government mandates with hyper enforcement have only ever turned out to be deadly. We’ve been lied to and told that co2 is a pollutant, when it is actually one of the most essential elements for human survival. Under 300 ppm of co2 plants stop growing."
"Hypersonik","2021-11-05T18:13:16Z","@Mr. Hotdog Shirt Guy And they are swathes of people in the US, Europe, UK, who can't afford a home and that will get worse now"
"Mr. Hotdog Shirt Guy","2021-11-05T17:23:44Z","@Hypersonik There are people around the world who have been displaced from their homes by flooding that has quite literally left their city underwater but ok…"
"Ravi","2021-11-03T14:51:42Z","@Abe Ninan now research bush"
"Abe Ninan","2021-11-02T13:42:50Z","Please search for the net worth of Al Gore."
"Roger Devries","2021-11-02T12:11:52Z","@IncognitoTorpedo pretty sure i understand what science is. Climate science no longer falls under that category. It has become pseudo science. Where every question has the same answer and the same solution. You have been blanketed in fear through so many years of propaganda that you no longer realize it. Remember the inconvenient truth? That movie gave me a panic attack as a child. Turns out every prediction made was false."
"N Hinton","2021-10-31T06:38:04Z","Build a wall around them"
"Jacob Tv21","2021-10-31T06:04:54Z","Recycle"
"Silicate Witch","2021-10-31T05:32:34Z","@Daniel Li Yeah, it really is. Canada is losing permafrost, and that means roads that carry goods to the northernmost towns are melting and becoming unusable. Same goes for everywhere else that needs that kind of infrastructure."
"S Panke","2021-10-31T03:01:13Z","@Daniel Li ""global warming is not bad..."" well, so you agree that CO2 in the atmosphere leads to higher temperatures?"
"Daniel Li","2021-10-31T02:54:27Z","Right now the gas price is so high due to carbon tax and the reduced supply fossil fuel"
"Daniel Li","2021-10-31T02:53:11Z","@S Panke global warming is not bad for cold countries"
"S Panke","2021-10-31T02:49:25Z","well... you are right with the statement, but I guess you fail with the conclusion. You see... you are right that the sun is the source of more or less of the surface temperature of earth and you are also right, that this temperature is a function of the distance between earth and the sun. given the energy output of the sun and making some simplifications, like a perfect circular orbit around the sun and a perfect circular surface of the sun, then you can calculate with the help of Stefan-Boltzman law the temperature of earth! 278°Kelvin in average. the differences caused by the simplifications are tiny ... we are talking here about a few percent.  

now to your conclusion you see. the current average temperature is not 278°Klevin... its more 288°Kelvin, and rising... do you know why that is?"
"N Hinton","2021-10-31T03:27:30Z","I know right. And it was 10 degrees Celsius during the time of Jesus. Those libs and their lies..."
"Lolstalgic","2021-10-31T08:08:03Z","I wonder how much money Joey is investing into helping Global Warming... oh wait, he giving it to illegal immigrants instead..."
"Patrick Ross","2021-10-31T07:44:13Z","What an infantile comment, Jody."
"N Hinton","2021-10-31T02:05:39Z","""Windmills cause cancer"" - Donald Trump"
"Jonny Gomez","2021-10-31T06:22:47Z","Yuh"
"Jonny Gomez","2021-10-31T06:22:40Z","Everyone needs to look up how they can be more sustainable to fix this problem"
"Steven Hull","2023-02-05T10:04:55Z","and you don't??"
"Mark Browning","2022-06-28T00:19:41Z","@M P Your first mistake is putting your faith in governments.
Why would you expect or even trust them to get anything right?"
"M P","2022-06-27T23:08:52Z","That really is an issue, I hope governments begin to teach people to use products longer and buy them less often"
"Robert Williamson","2022-06-15T21:04:21Z","@C-    Not just communism... a certain type of communism.  Maoist Marxist Leninism."
"johnny b goode","2022-06-15T17:52:20Z","@Mark Browning Because of the way You Tube arranges the comment section, I have absolutely no idea if I even was even directly addressing you. I am as much in the dark as you are. I went through the whole thread and I can't find it either."
"Sandal_Thong","2021-11-01T03:24:04Z","Check for radon gas."
"Ruairi Evans","2021-10-31T18:14:27Z","@John Dooley the Catholic Church doesn't allow contraception because the preists enjoy playing with kids."
"John Dooley","2021-10-31T10:43:36Z","The major world religions are dead set against population control. The major sources of population growth are in the mostly muslim and roman catholic parts of the planet and universal population control and limitations in family size are badly needed to avert catastrophe ahead. 
The hidden agenda in this situation is that religions thrive in hardship and uncertainty and do not do well in times of plenty, security and certainty. From a purely humanist perspective the human species needs to reduce in size all over the planet and move people from areas of excess population to areas of static or falling population."
"N Hinton","2021-10-31T01:54:21Z","Shut down fossil fuel companies and arrest their CEOs and hold tribunals. Either way, it's coming"
"N Hinton","2021-10-31T01:49:52Z","Too many humans driving cars and cutting down trees. The major culprit is fossil fuels, which makes up 90% of all co2 emissions."
"Taxi Rob","2021-11-01T05:19:01Z","@Richard Eric Thompson I've done outdoor home remodeling work in over 130 degree temperature range when accounting for wind chill and heat indexed with humidity (Fahrenheit of course.)"
"Richard Eric Thompson","2021-10-31T04:54:23Z","People are quite tough, Rio de Janeiro in summer will reach 42 wet bulb temperatures, and I don't hear of people dying from the heat."
"Dylan Howard","2021-10-31T02:07:33Z","@Peter Jacobsen finally someone with a brain. Hundreds of millions are being lifted out of poverty in India, China, Africa, etc, and starvation numbers are at an all time low, but people only pay attention to the effects of human comfort, that are part of climate change."
"Peter Jacobsen","2021-10-31T01:41:31Z","@RussCR5187 I know the science is telling us that things are going to get worse. But we humans have always been able to overcome almost every challenge nature has thrown at us. That's why I'm optimistic."
"RussCR5187","2021-10-31T01:36:21Z","To base your optimism in realism, you might want to delve a little deeper into what the science is telling us."
"Dylan Howard","2021-10-31T20:37:26Z","@Flash Cloud I never said it was the largest polluter per capita. I said that it is the worlds largest polluter, and data proves me right."
"Flash Cloud","2021-10-31T19:57:24Z","@Dylan Howard Per person? Nope not even close. Nice try though."
"Dylan Howard","2021-10-31T14:34:47Z","@P G you have no considerations for facts whatsoever. America's emissions per capita are not the highest, and are on pair or near that of countries such as Canada, Australia, Estonia and Russia."
"P G","2021-10-31T03:11:07Z","@Dylan Howard The USA is the largest polluter per capita.  Of course there are now millions of Chinese people living with the American lifestyle, but the average American does pollute WAY more than almost anyone else on the planet."
"Dylan Howard","2021-10-31T02:12:13Z","China is the largest polluter, not America."
"Jacob Tv21","2021-10-31T06:06:39Z","Everyone needs to look up how they can be more sustainable to fix this problem"
"X109","2021-10-31T05:59:15Z","Hottest Temperature Ever Recorded By State
These values have been evaluated by the NOAA National Centers for Environmental Information and/or by the State Climate Extremes Committee and determined to be valid.
Number of states with highest temperature ever recorded in the 2000s - 3
Number of states with highest temperature ever recorded in the 1900s - 45
Number of states with highest temperature ever recorded in the 1800s - 2
Number of states with highest temperature ever recorded in the 1930s - 24"
"N Hinton","2021-10-31T02:02:44Z","It's a witch hunt against us humane oil companies! 😭"
"Andrew Elley","2021-10-31T00:37:44Z","I see you've consumed plenty of online conspiracy theories"
"Quantanamo Bay","2021-10-31T01:39:55Z","@RussCR5187 it will all end.  No matter the fight.   It ends in ice given enough time.  Atleast we can see the fire outcome"
"RussCR5187","2021-10-31T01:31:54Z","Yes, it should be quite a blessing to see billions of people suffer and die from starvation, disease, and wars over scarce resources."
"Duncan MacLeod","2022-12-02T21:17:10Z","Global temperatures had extremes in the past without human intervention."
"Ashish Kalam","2022-11-14T10:13:46Z","@Mauricio T Population is what has made the world more proactive and efficient."
"Scott Davis","2022-11-11T03:32:16Z","That's what we get for pretending the world is ending in every generation since ancient christian rome."
"Captain Chaos","2022-10-05T16:02:25Z","@Mauricio T population growth has nothing to do with it"
"everydayfun","2022-09-24T16:52:59Z","More population would mean more Global Emissions and More Power needed."
"Dankster Paws","2021-11-02T19:09:35Z","@Anonymer Nutzer I just made a joke. This is a “my grandparents had to walk through 10 hanging bridges, go up and down a hill and fly a jet to school” joke. How tf is that hating on Boomers."
"Dankster Paws","2021-11-02T17:24:02Z","@Anonymer Nutzer They didn’t. I’m not that old. My grandparents were born in the 1950s, my parents in the 80s"
"John Russell","2021-10-31T18:32:30Z","@RussCR5187 Exactly. Well said."
"RussCR5187","2021-10-31T16:25:58Z","@John Russell I experienced the same in Michigan.  Here's how I now think about it.  We as a species settled in northern latitudes where bouts of a particular kind of extreme weather were more or less expected and could be adapted to and tolerated.  We planted crops where food production remained viable in spite of the weather hiccups.  The cold winters kept certain kinds of pests at bay (e.g., pine bark beetles).  And so on.

Global heating is causing us to have to tolerate different kinds of extreme weather.  Now our crops have to deal with the change of seasons coming at different times than before.  They must tolerate floods or droughts during the growing season, instead of cold snaps during the dormant season.  They must tolerate different pests-- ones that thrive in a generally warmer climate.

So ... what does all this change imply for the future?  I believe that if global heating continues apace the new extremes will become even more extreme.  For example, warmer air can hold more moisture, so a warmer rainstorm can drop more water and floods can become worse.  A point might be reached where worsening heat waves become intolerable and people have to migrate away from places like the Middle East, where living conditions are already marginal.  Prolonged droughts or too-frequent flooding could make food production untenable in a particular region and people will have to migrate away.  This is already happening in certain South American regions.

In other words, I think what we have experienced in our lifetimes can legitimately be seen as a warning signal.  We don't want global average temperatures to keep going up.  Our climate will become more unstable and weather extremes could continue to worsen."
"John Russell","2021-10-31T15:37:51Z","Yes, when I was a kid in the 1960s we had extreme weather—heavy snow that brought everything to a standstill, including school, for days. Today we hardly see snow in winter but instead we have extreme rain leading to flooding. The difference is called, unsurprisingly, 'climate change'."
"John Dooley","2021-11-01T14:03:13Z","@boxwoodgreen Have they been able to find the perps?? This is very serious. A similar but much smaller scale thing occurs with gorse fires in Ireland which are started deliberately by vandals wanting to assault the fire services and cause trouble. Mental but bored and dissaffected people."
"boxwoodgreen","2021-11-01T13:50:35Z","@John Dooley The majority of the fires are arson. Also many of the forests were deliberately over-planted  for tourist ""vista sightseeing""  reasons, especially in Federal and state parks. Multiplying the forest floor flammable detritus problem. The drought cycles are thoroughly documented as a long term cycle occurring long before the modern era."
"John Dooley","2021-10-31T20:43:12Z","A lot of these fires are caused by building close to forests without firebreaks and proper management of vegetation through proper coppiceing and using the woodlands in a proper way. The zealots of the green movement will not allow ANY trees to be cut down or any proper woodland management in the vicinity of permanent human habitation. This is a fatal mistake especially when most of your housing stock is wooden, single storey units in sparsely settled towns.
This design makes evacuation difficult and preservation of housing effects and property almost impossible."
"Roger Devries","2021-10-31T16:10:10Z","Many of which are caused by arson and exacerbated by a lack of forest management. We have a short view of history because we are limited by our own short lives. The fires and drought are nothing like what they used to be."
"John Dooley","2021-10-31T09:36:25Z","@X109 A dustbowl scenario in California? A nightmare.Looks like the Okies will have company......"
"Dylan Howard","2021-10-31T20:51:16Z","@John Taylor we don't have any economic system that works as much as capitalism and free market, do we? Besides, developed countries carbon emissions have been going down for years, even as population increased, and this trend will likely continue."
"John Taylor","2021-10-31T20:45:50Z","@Dylan Howard so why is it always one of two extremes? Isnt balance what makes nature function so well, that is until humans came along"
"Dylan Howard","2021-10-31T20:35:29Z","@Demopans I completelly agree with you, nuclear power is a clean and scalable source of electricity, and France has done what is probably the most overlooked large scale decarbonization in human history. But how does that relate to the topic exactly? I mean, there is no need for a massive societal change to reduce emissions. Capitalism can be sustainable."
"Demopans","2021-10-31T20:03:09Z","@Dylan Howard 
France relies mostly on nuclear. About the least polluting source there is considering coal ash contains minor amounts of uranium and radium, and crude oil requires extensive processing"
"Dylan Howard","2021-10-31T14:23:25Z","@John Taylor do you want us to go back to absolute poverty? The poorest countries on Earth consistently rank as the least polluting per capita. Should we follow their example? If yes, you can start by yourself."
"Miles Dugmore","2021-10-31T08:05:01Z","@VulcanForge they should take responsibility for their part in their own social problems and not try and  blame everything on other people.. would this be too difficult.. I suspect it is because they want to put other people on a guilt trip so that other other people will bail them out for their own failures.. and this does not only apply to Bangladeshi .. also if they want to point fingers for climate change they need also to point at china india and russia.. or would that cause too many diplomatic problems ?. Which bit did I get wrong ???"
"VulcanForge","2021-10-31T07:54:21Z","@Miles Dugmore What do you want the people of Bangladesh to do? What should they do differently now that the fertility rate is under control and in line with more developed countries? If the answer is nothing, then I accept your apology."
"Miles Dugmore","2021-10-31T07:38:27Z","@VulcanForge the point is to cry about one elephant created by other countries whilst ignoring your own elephant is pathetic sick and dishonest . Are you capable of understanding this.. you want to be able to blame others for ALL your predicament when the current situation is largely of your own making. The real effects of climate change are yet to come.. you clearly have no wish to face reality.."
"Miles Dugmore","2021-10-31T07:34:33Z","@VulcanForge talk about being pathetically pedantic .. I made my point perfectly clear from the beginning.. so try and explain just what your point is and why you are disagreeing with what I said.. is this asking too much of you ???"
"Miles Dugmore","2021-10-31T06:12:14Z","@VulcanForge Birth rate	17.71 births/1,000 population (2020 est.)
Death rate	5.54 deaths/1,000 population (2020 est.).. the birth rate can be slowing but it does not mean the population is declining.. if there are 17 per 1,000 births and only 5.5 deaths per 1,000, what bit in your brain tells you the population is falling (do you need some sort of calculator to work the obvious out ?), what the population  is doing is aging and at some time in the future it will fall.. what bit of reality escapes you.. ? also I pointed out that it has gone from 48 million to 164 million NOW... what bit of this does not get through to you... ? I will try and make it simple for you, and boy does it have to be simple, there is a huge elephant in the room NOW that people like you are incapable of seeing.. it is there now.. what bit of this do you not understand.. you must have been missing when the logic was handed out as your obviously have none..."
"Pete","2021-10-31T18:57:25Z","he is a scientist, they have no style sense at all"
"TPW","2021-10-31T09:51:39Z","its the new trend bro all the soccer players will have this soon"
"kaleb Gonzales","2021-10-31T07:51:42Z","@aman bond he needs a dollar shave club membership. :)"
"aman bond","2021-10-31T07:39:52Z","No kidding , it's so freaking disgusting to look at , it is so high up the chin , the proper way would have those near the bottom of jaw"
"kaleb Gonzales","2021-10-31T00:53:17Z","Haha"
"ledpup","2021-10-31T21:10:08Z","@N Hinton A ""nuclear winter"" to ""save the planet"". Okay... well, I guess this conversation is over."
"N Hinton","2021-10-31T06:43:53Z","@ledpup Nuclear winter and depopulation could possibly save the planet. War is inevitable, but it could also be our way of avoiding a second Permian extinction event. The Gorgonopsians couldn't turn the co2 off from the volcanoes, but we can."
"ledpup","2021-10-31T06:39:48Z","@N Hinton there will be war. Millions upon millions of people will die and be killed. Refugees will be tortured and killed (as they are today already). Huge areas of the US will be uninhabitable. The US and other western countries may fully embrace fascism.

But that's not civilization. To end civilization, that'll take more. Humans are amazingly resilient and adaptable. Pockets if civilization will continue. Well, unless we bring out the nukes. Climate change plus nukes could end it all."
"N Hinton","2021-10-31T06:18:04Z","@ledpup Haiti will be under water at 3 degrees. How will you house or feed all these refugees?"
"N Hinton","2021-10-31T06:16:59Z","@ledpup Los Angeles, New York and most of Florida will be underwater by 3 degrees. The Midwest will witness recurring drought."
