"comment_author","comment_date","comment_text"
"Afternoon Dreamer","2018-08-09T03:45:11Z","James Kurt Smith Yes, people are talking about it.  Either way, it doesn't change the reality of climate change.  How to deal with it is what should be discussed, not whether it's real or not.  Then maybe they can address the clean energy options."
"Rick Kooi","2019-07-22T16:31:11Z","@James Clark In 2000 solar & wind made 0.1% of US electric. Today they produce 100 times that amount=10% last yr.
YOU NEED TO GET OUT AND READ LEGIT. NEWS MEDIA instead of Daily Caller & Breitbart The best media 

petro-dollars can buy!

The "" LEAST EXPENSIVE  ""   source of energy to BUILD is SOLAR & WIND/ KWH
The "" LEAST EXPENSIVE  ""   source of energy to PRODUCE is SOLAR & WIND / KWH
.
The QUICKEST source of energy to construct is SOLAR AND WIND.
.
Guess What Solar & Wind-generated electricity is nearly limitless & they do not require dangerous mining, 
Toxic Waste Dumps (coal has 1000'sof toxic dumps  in 47 states)
leaching those toxins into drinking water aquifers or nearby creeks!
.
1.
Solar & Wind do not produce  ""HUGELY""  NEGATIVE Health Effects
(like Black Lung) ( AMA: US alone, coal electric generates 1 (ONE) million new cases of asthma per year, 
with tens of billions spent to treat asthma treatment & 23 deaths per 100,000 each year.
. 
& https://asthma.net/basics/statistics/
.
""Asthma Statistics. 
COAL ELECTRIC Power CREATES 1 MILLION NEW CASES of ASTHMA PER YEAR .
Asthma is a common lung disease. United States: about 25.7 million people have asthma, including seven million children.
439,000 people are hospitalized...about 3,400 people die from asthma each year in the United States.""
.
2.
Solar & Wind do not require trucking millions of tons of COAL to electric generation sites 
(with all the TOXIC pollution blown off transport & spills that occur during transport.
.
3.
Solar & Wind do not require trucking millions of tons of TOXIC WASTE to thousands of open-air holding ponds and pits. 
There are an estimated 2000 open-air, largely unsupervised open-air toxic coal ash waste sites in 47 states
....and everyone that has been researched, so far, is
1. LEACHING toxic waste into groundwater aquifers
2. LEAKING    toxic waste into creeks and rivers
3. Occasionally massively spill into farmland, rivers, and schoolyards
NUCLEAR ELECTRIC RUNS 25 CENTS PER KWH
Killer Coal Electric runs-----  5-7-9 CENTS PER KWH
And as their electric rates have steadily risen over the last decade, SO HAVE THEIR DEMANDS for INCREASED SUBSIDIES/SUPPORTS.
Solar/ Wind Electric runs------2-3-4 CENTS PER KWH
And as their Electric rates have steadily fallen, So has their needs for any subsidies."
"James Clark","2019-07-22T02:49:20Z","@Rick Kooi Solar and wind energy are costly to purchase. If they were so cheap the market would have transitioned completely to said energy sources. However, it isnt developed yet. Thats why most solar companies are subsidized, and even then they go bankrupt. Its simply too expensive. Breaking even takes 20 years. Perhaps we should experiment with a town/county that is wholly run on solar and wind. I dont know why you are against nuclear energy as it is the most effecient and powerful form of energy."
"OGB","2019-05-27T22:29:45Z","@Rick Kooi That's nice. Thanks for stopping by...again. Weirdo."
"Rick Kooi","2019-05-27T21:45:44Z","@OGB
 The ""  LEAST EXPENSIVE  ""   source of energy to BUILD is SOLAR & WIND/ KWH
The ""  LEAST EXPENSIVE  ""   source of energy to PRODUCE is SOLAR & WIND / KWH

.

The QUICKEST source of energy to construct is SOLAR AND WIND.

.

Guess What Solar & Wind generated electricity is nearly limitless, 

& 

they do not require dangerous mining, 

Toxic Waste Dumps (coal has 1000's in 47 states)

leaching those toxins into drinking water aquaifers or nearby creeks !

.

1.

Solar & Wind do not produce  ""HUGELY""  NEGATIVE Health Effects

(like Black Lung) ( AMA: US alone, coal electric generates 1 (ONE) million new cases of asthma per year, 

with tens of billions spent to treat asthma treatment & 23 deaths per 100,000 each year.

. 

& https://asthma.net/basics/statistics/

.

""Asthma Statistics. 

COAL ELECTRIC Power CREATES 1 MILLION NEW CASES of ASTHMA PER YEAR .

Asthma is a common lung disease. United States: about 25.7 million people have asthma, including seven million children.

439,000 people are hospitalized...about 3,400 people die from asthma each year in the United States.""

.

2.

Solar & Wind do not require trucking millions of tons of COAL to electric generation sites 

(with all the pollution blown off transport & spills that occurr during transport.

.

3.

Solar & Wind do not require trucking millions of tons of TOXIC WASTE to thousands of open-air holding ponds and pits. 

There are an estimated 2000 open air, largely unsupervised open-air toxic coal ash waste sites in 47 states

....and everyone that has been researched, so far, is

1. LEACHING toxic waste into ground water aquifers

2. LEAKING    toxic waste into creeks and rivers

3. Occasionally massively spill into farmland, rivers and schoolyards



Killer Coal Electric runs  5-7-9 CENTS PER KWH

Solar/ Wind Electric runs2-3-4 CENTS PER KWH"
"Rick Kooi","2019-05-24T13:32:36Z","@frogsoda http://3.bp.blogspot.com/-BJUR1nKMgBk/USPIxmj8-1I/AAAAAAAABWw/T3PjApeg3Cs/s1600/MUNICHRE.png"
"Afternoon Dreamer","2018-08-09T03:50:15Z","Michelle Mohr How's life in your fantasy world?"
"Tony Romano","2018-12-05T15:41:45Z","Afternoon Dreamer there is no fire."
"Tony Romano","2018-12-05T15:41:21Z","Dave Dennis amazing lack of thought."
"Afternoon Dreamer","2018-08-09T03:54:14Z","Dave Dennis Kind of like the flame retardants they drop on forest fires.  It's toxic but they need to put out the fire."
"Afternoon Dreamer","2018-08-09T03:29:40Z","Chopper Lol!  You copied trump's tweeting style.  Let me respond in same style.  IGNORANT FOOL.  Learn science.  You know nothing.   ...I forgot to spell incorrectly though"
"RANDALL SEMRAU","2018-03-23T03:39:44Z","The Leftist leaders of the western world and their UN shyster accomplices, send $Billions in 'climate reparations' to Third World despots, while China gets a Free Pass on climate emissions until 2030. Trump was right to get the hell out of the Paris Agreement."
"RANDALL SEMRAU","2018-03-23T04:01:08Z","Most emissions in North America and western Europe over the last 50 years have been drastically reduced. Fog for example, has been radically reduced since the 1950's where I live, because particulate pollution is down 85%. Sulphur dioxides, same thing. NOX, same thing. Unburned hydrocarbons, down 90%. Waterway pollution, cut in half.  

Multiple peer reviewed studies utilizing AVHRR satellite data now confirm CO2 as the primary reason for the observed 13% planetary greening since 1981. That's observed, and confirmed. We've known almost forever that CO2 is plant food, and that the planet has been suffering a CO2 deficit for hundreds of years.  NASA tries to downplay the greening by claiming from lab experiments it's temporary, but in 35 years there's still no sign that's true in the real world. 

https://www.nasa.gov/feature/goddard/2016/carbon-dioxide-fertilization-greening-earth

The planet is experiencing record grain harvests and surpluses for a few years now. The successive long strings of famines of the 1950's to 90's exclusively due to weather have been a thing of the past now for 20 years. You've been subscribing to GREENPEACE MAGAZINE for far too long."
"Afternoon Dreamer","2018-08-09T04:16:32Z","West Lands And people believing conspiracy theories are still ignorant and delusional."
"Afternoon Dreamer","2018-08-09T04:19:42Z","Yeah.....I think I'm with the scientists on this one.  Crazy conspiracy theorist....or scientists with an education...seems pretty clear."
"RANDALL SEMRAU","2018-03-23T04:07:31Z","With all the study results which contradict the findings of earlier studies, in so many fields of research... you're probably right."
"Afternoon Dreamer","2018-08-09T04:17:17Z","West Lands Actually, the earth is supposed to be cooling again but that's not going to happen."
"Afternoon Dreamer","2018-08-09T03:33:09Z","Whoa!  Is the earth flat in your world?  Get a grip on reality, dude.  You sound like an extreme conspiracy freak."
"RANDALL SEMRAU","2018-03-23T04:14:12Z","More importantly, leftists need to squash the economies of the West in order to turn us all into dependent, groveling surfs. Hence the long strings of hair-brained schemes including CO2 sequestering, $Billions in 'climate reparation' through the UN to foreign despots, Wind power (largely abandoned 100 years ago), crops-for-fuel, algae-for-fuel, garbage/methane/fuel ad nauseum. Meanwhile... proven, safe, economical, reliable nuclear is vanquished to the dustbin.

Once economic ruin is accomplished, they have complete control."
"Afternoon Dreamer","2018-08-09T03:15:37Z","How do people like you figure out how to watch YouTube?"
"Eddy the Fool","2018-04-25T23:39:33Z","Carbon monoxide"
"Bill Rehm","2019-01-19T15:36:36Z","@Moj4h the temperature went up first than the  co2 went up."
"Rick Hillier","2019-01-10T17:53:37Z","@Bill Rehm Damn. Too bad they didn't have carbon taxes back when the Sahara was lush. It might have saved it :)"
"Jack Rutledge Goembel","2018-12-05T02:33:37Z","A couple degrees of worldwide warming over a couple million years is okay. A couple degrees of worldwide warming over a couple decades is not."
"Moj4h","2018-12-02T22:45:41Z","Data very clearly shows a correlation between CO2 produced and an increase in global temperatures. Like its almost 1:1"
"Bill Rehm","2018-11-16T23:55:07Z","the Sahara desert was a lush jungle  like 10,000 years ago. it changed before   man had a chance  to cause it."
"RANDALL SEMRAU","2018-03-23T04:44:43Z","What's 'right' in a system as chaotic as any we know of, that being the climate of the earth?

You're simply falling for the BS constantly dished out by politicians, their paid scientists and Big Environment, if you believe that the climate has always been predictable, enjoyable, and within the limits we've known during this measly 150 year period of modern measurement and recording. The planet is 4.5 billion years old, and it's survived meteor strikes, megaquakes, magnetic reversal, continental drift, supercyclones,  and CO2 levels 20 times present. And it happily carried on. Man's puny .01% CO2 contribution, evident as making only a small contribution to warming, is irrelevant with the exception of the 13% planetary greening since 1981 demonstrated by multiple peer reviewed studies utilizing AVHRR satellite data."
"Afternoon Dreamer","2018-08-09T03:31:51Z","Dennis G Well, historically mankind never lived in a climate as warm as what we are starting to experience now.  It will be a fun experiment to see what happens."
"RANDALL SEMRAU","2018-03-23T04:48:28Z","Carbon taxes increase CO2 emissions globally by driving industry to lower-cost countries with higher (or zero) emission limits. Proven."
"RANDALL SEMRAU","2018-03-23T04:57:13Z","We can create jobs by eliminating all mechanization and industrialization as well. Plant crops by hand. Fashion tools and metal objects by digging minerals from the ground with shovels and heating over hand-built fires using bellows for additional oxygen. Move goods people and waste by horse and wagon

Oh wait! We once lived that way, and the average life expectancy was 35"
"RANDALL SEMRAU","2018-03-23T05:00:42Z","Carbon is black. Carbon dioxide allows vegetation growth.

' look at the ice cores, this last 10,000 years has been very steady. The past 10,000 years were insane the temperature variations were wildly high & low !'

So which is it, steady, insane, or wild?"
"kucfogflesrouy hctib","2019-03-24T01:48:47Z","behonest you fucks want to control the weather..."
"kucfogflesrouy hctib","2019-03-24T01:48:20Z","was it... people have been praying for good weather for soo soo long..."
"Robert Bell","2019-03-07T02:46:26Z","@Rick Kooi that's all nice but no one defines what is ""normal"". Is warmer or cooler bad or just different? The earth has been both, and far more so than what we have now. Where is the proof that anything is even outside the range of normal natural changes. Until we have a true baseline to go from there is simply no way to even state there is any kind of problem. Is ""normal"" now? 10K years ago? 100K years ago when most of North America and Europe were under a mile of ice? 100M years ago when dinosaurs were wandering around?"
"Rick Davis","2019-03-06T15:45:25Z","@Rick Kooi 
Dude!  There's no way I'm going to sift through all of that COPY & PASTE blather.  There's just as much research to refute everything you posted.  

Scientists are just like politicians.  They need other people's money to continue doing what they love and they will find whatever they need to find, even if they have to create it.  Not too many years back it was acid rain and global cooling.  Don't let them fool you with their dog and pony show.  

Science assumes they know the initial conditions of earth and how it's evolved, what they weather was like, the atmosphere and so on.  These are all assumptions because nobody was there to observe it, measure it or test it.  It's forensic evidence at best with no standard to compare it to.  They don't even know what they don't know.

Man has been keep weather data for the past 100 or so years and they want me to believe that they have the history of the earth figured out?  I'm not buying it.  I don't trust science because it's all about the money."
"Rick Davis","2019-03-06T15:33:53Z","@Andrew-Paul Clements 
I just happened to see this.  How can you claim to be a Christian but believe science instead of the Bible?  The Bible is very clear on the length of a day in the creation account found in Genesis.  The Bible is also very clear on how man was created in God's image and not through a process of evolultion.  

Evolution: change over time.  It can refer to anything and not just life.  In this instance, it's referring to common descent--our distant cousin is a syphilis bacteria, a banana and a giant saguaro cactus.

Evolutionary scientists have a huge agenda--disproving God and they need billions of years for their evolution to explain where we came from.  If they don't have that, evolution falls flat on its face.  Thank God, literally, that science continues to provide evidence that contradicts science's fallacies.  

Many things are showing up that discredit radiometric dating and if that's wrong, then the age of the earth, as put forth by science, it wrong.  Everything science knows about the past is based purely on assumptions and presuppostions about the initial conditions when everything began.  Nobody was there to observe, measure or test anything that took place.  It's a guessing game and only when they plug in billions of years to their model, does it all work.

Carbon-14 has been found in 2 billion year old diamonds.  C-14 has a half life of 5730 years so for it to last one-hundred thousand years would be a stretch.

Tree stumps that were dated at 40k years old were found imbedded in Rock hundreds of millions of years old.  

Fresh, short-lived tissue has been found int dinosaur bones that shouldn't last thousands of years but are supposed to be as old as 450 million years old.  Some dinosaur bones that have been found aren't even mineralized.  

Six independent laboratories dated sedimnetary rock that was laid down from mud flows at Mount Saint Helens between tens of thousands of years old to 2.8 million years old.

My point; science has been so wrong in the past.  They keep pushing this saying they have it all figured out but it's a lie.  They haven't got a clue as to how life even began and we're supposed to believe they know how and from what we evolved?

Keep an eye on genetics because it is destroying Darwin's theory."
"RANDALL SEMRAU","2018-03-23T05:06:12Z","Well it's gone up more than half that amount, and we are setting global food crop harvest and surplus records. Multiple peer reviewed studies utilizing AVHRR satellite data demonstrate a 13% greening of the planet since 1981, predominantly due to increased atmospheric CO2.

You'd better hedge your bets on the remaining (less than) 1 degree temp rise."
"RANDALL SEMRAU","2018-03-23T05:09:53Z","AND they are approving waterfront business and residential projects left and right. Insurance companies largely, are not denying these people coverage even though they keep claiming the risk is inevitable. They just use it to justify higher and higher premiums.  It's a big scam"
"Larry Tischler","2018-02-12T21:29:39Z","Ok  but it is at least 85%"
"Hugo Lindum","2018-02-12T21:27:26Z","Larry Tischler 

That may or may not be the case, but it’s a total non-sequitur."
"Larry Tischler","2018-02-12T21:13:16Z","97% of the leftists are LYING."
"Afternoon Dreamer","2018-08-09T03:59:45Z","Lou Cypher Well, you may find it hard to believe but scientists don't base their conclusions on what they ""believe"".  They base it on research and evidence.  They are also very familiar with the history of earth since it's their specialty.  So, maybe you should ask yourself: am I qualified to decide that humans aren't effecting the climate?"
"Carl Dooley","2019-01-17T06:11:54Z","um, we are in the middle of an ice age..."
"Sloppy Toons","2019-01-14T16:24:34Z","Rifle Rehse there are two type of people that I think might be genuinely flat earth believers. The ones who believe the bible a little too much, and people who just don’t believe anything. Rarely do I see people like you. The photos you don’t trust aren’t the only things that claim the earth to be a globe of some sort."
"Sean Rehse","2019-01-14T16:11:12Z","@Sloppy Toons modern technology lmfao hasn't proved a globe you have faith those photos are real just like bible stories."
"Sloppy Toons","2019-01-06T16:22:07Z","Cicholas Nage yes, earth is a globe, but I don’t want to trust ancient people on that, since the Bible thumping side also claim people from that age to prove a point. Modern tech confirming it’s a globe is enough for me ;)"
"Cicolas Nage","2019-01-06T15:56:06Z","@Sloppy Toons except the Earth is 100%, without a doubt, proven since ancient Greek times a sphere."
"Pat Treu","2018-12-12T15:06:32Z","+Afternoon Dreamer yeah, it's a Al gore problem"
"Afternoon Dreamer","2018-08-09T03:13:43Z","Climate change isn't a liberal or conservative problem."
"ronald stephenson","2018-02-03T04:13:16Z","Sorry baby any time you desent with popular oppinion no matter how right you are and wrong they are your going to be bad for you."
"THAT RANDOM CHANNEL","2018-02-03T03:37:49Z","Climate change will end the world because the Democratic Party would rather give our money (1 trillion dollars a year) to the Paris BS accord just another way to fleece America to make the world rich and America poor."
"susan olson","2018-02-02T19:02:50Z","""Saving the environment"" has nothing to do with helping people"
"shawn archer","2018-02-02T06:07:52Z","CLIPS FROM OBUMMER. NOW THERES A REAL NAZI"
"Little Heath","2018-02-01T23:58:59Z","Global Warming is the greatest hoax of modern times. More  Carbon Dioxide is good for the atmosphere , not bad. Plants breathe  in Co2 and breathe  out Oxygen.  This is beneficial to the biosphere and all living organisms ."
"Neva' eh's Natas","2018-02-01T23:10:00Z","Imagine the Earth in 1000 years. If we keep up with what we're doing now, it can't be good. Beings effect their own environment. There's nothing wrong with leaving as little of a footprint as one can. Peace ✌😏😎👍😘😜"
"Join The Progress","2018-02-01T22:05:03Z","The fact is, and as much as this is screamed, no one seems to GET it: It is IMPOSSIBLE to prove that what they claim causes ""climate change,"" actually causes any alleged ""change,"" AND it's impossible to prove that any ""change"" is something to actually be concerned about for any reason.  POLLUTION bad??...YES...Climate change as excuses for govt regulation, taxation and private corporation benefits owned directly/indirectly by govt officials and/or other financial beneficiaries??................The People say ""No."""
"Mike Hunt","2018-02-01T06:27:46Z","It's brilliant! They created a huge, profitable industry based on global warming. It's nonsense but it IS capitalism at its best"
"Ojai Chuck","2018-02-01T01:57:35Z","i save the trees by releasing carbon dioxide"
"Jack Rabbit","2018-01-31T21:23:55Z","Shades of the MeToo movement!"
"Tom Erickson","2018-01-31T02:40:58Z","Since cold kills so many people...we should ban it. Yeah, that'll work."
"Toby Goodguy","2018-01-30T17:53:13Z","Do me a favor Johnny - minimize clips of Obama to ZERO."
"Lynn Anderson","2018-01-29T18:58:30Z","John Stossel is full of shit."
"Isaac West","2018-01-29T03:54:15Z","I believe in Climate Change. It's been happening for 4.6b years. Where I change my opinion is if its man made and if its dangerous. Stossel have already talked about whether its dangerous (I live in Canada, so I'll take the warmth). Carbon? Really?! That is the stupidest thing ever. Every animal emits carbon (predominately in Carbon Dioxide). The two main ways are exhaling and farting. Carbon is more important to every organism on this earth than oxygen (that I know of). There are also the hundreds of statistics supporting either side. So, I think of it logically. One, is that over 60% (I don't recall the exact number) of the atmosphere was Carbon in the Devonian period. Life flourished. So what if the ocean's rising? Just go to the midwest, I'm sure the Democrats would love to create a huge welfare to help people do that and blame the increased debt on the rich. So how much is fracking contributing, well think of it this way:
---Humans live only on land. Seeing that 77% of the earth is water, that dwindles the amount of earth humans take up to 23%.
---However, humans don't liver everywhere on land. Antarctica, the Sahara Desert, most of Australia, Canada and Russia, much of the Amazon rainforest, and plenty more spots of earth are uninhabited. That dwindles the number to maybe 14%.
---So how much of what humans inhabit is taken up by fracking factories? Maybe 0.001%. So about 0.00014% of the earth is taken up by fracking factories. So I'm supposed to believe that 0.00014% of the earth is responsible for over 70% of the carbon in the atmosphere?"
"Floyd Maxwell","2018-01-28T23:41:40Z","1:55 ""Why should we turn our lives upside down from bad models?"" - because that is what we do, over and over again, in every field."
"gcb199","2018-01-28T16:08:04Z","The people to go to for ""the truth about climate change"" are professional scientists who study the issue for a living. You should NOT expect the truth about climate change from a libertarian ideologue like Stossel whose commitments, education and level of knowledge prevent him from being taken seriously on scientific questions. And to be fair, you should not go to celebrities on the other side, like Leonardo di Caprio, either. You should base your views on the scientific literature. If you cannot read or understand that literature, then stfu."
"Sten-Åke Dahl","2018-01-28T09:00:47Z","Too little Oxygen is produced and that will cause a new mass extinction. Very few get killed due to climate extremes. Humanity is producing children like rats and urbanising every part of this out worn planet."
"Joseph Mellen","2018-01-27T21:09:47Z","Real science is not established by consensus. Global warming is clearly junk science motivated by Leftist Marxist kooks. When a lie is told often enough, the uninformed masses believe it."
"Lesco Brandon","2018-01-27T18:53:47Z","Laurentide Ice Sheet
The Laurentide Ice Sheet was a massive sheet of ice that covered millions of square kilometers, including most of Canada and a large portion of the northern United States, multiple times during the Quaternary glacial epochs— from 2.588 ± 0.005 million years ago to the present.[1] The last advance covered most of northern North America between c. 95,000 and c. 20,000 years before the present day, and among other geomorphological effects, gouged out the five Great Lakes and the hosts of smaller lakes of the Canadian shield. These lakes extend from the eastern Northwest Territories, through most of northern Canada, and the upper Midwestern United States (Minnesota, Wisconsin, and Michigan) to the Finger Lakes, through Lake Champlain and Lake George areas of New York, across the northern Appalachians into and through all of New England and Nova Scotia. At times, the ice sheet's southern margin included the present-day sites of northeastern coastal towns and cities such as Portsmouth, New Hampshire, Boston, New York City, and Great Lakes coastal cities and towns as far south as Chicago and St. Louis, Missouri—and then followed quite precisely the present course of the Missouri River up to the northern slopes of the Cypress Hills, beyond which it merged with the Cordilleran Ice Sheet. The ice coverage extended approximately as far south as 38 degrees latitude in the mid-continent.[2]

Ok, who were the men who melted all that ice 20,000 years ago?"
"Brett Harsanye","2018-01-27T14:43:11Z","Climate  change her it's  the weather"
"Brett Harsanye","2018-01-27T14:42:39Z","Dumbasses"
"Joseph Ybarra","2018-01-27T05:13:41Z","""97% of scienctist agree""
Yet fails to mention on what...
""A raise in taxes""
Yet fails to mention what the *WHAT* the real goel is..."
"espartanam","2018-01-27T01:49:20Z","It's been ages I haven't watched Stossel. Love him. I wish he could have his tv talks on Hulu, Netflix and Youtube. Full episodes. Even if I have to pay subscription."
"Larry Williams","2018-01-27T00:12:58Z","War creates jobs, lies like climate change creates jobs,  goverment lies creates jobs."
"Larry Tischler","2018-01-26T06:25:43Z","Obozo pushed HOPELESS  CHANGE."
"Gimmel Yod","2018-01-25T22:57:52Z","As I always tell them: Talk to me about global warming when Greenland is GREEN again.  Until then: STFU"
"RB Insurance","2018-01-24T15:22:15Z","Thing  that I fer most, is when we give money to these idiots, having to solve the problem do  stupid things that make the climate worse.  Then like the effect on poverty is getting worse California, they want more money to solve the problems they create."
"Dickie Knutz","2018-01-23T19:58:04Z","Amazing propaganda"
"james j","2018-01-23T12:31:41Z","This is an excellent example why Stossel is goofy and misleading."
"Jeff Harbaugh","2018-01-23T03:00:49Z","How I introduce the concept of Peak Oil;

""What can I do""?  

According to the experts you should:
1. Garden with sustainable agriculture techniques (less pesticides and fertilizer (organic or better yet permaculture)).
2. Buy food and manufactured goods made locally
3. Pay down debt
4. Learn skills they will be useful in the future and make friends that have useful skills you don't have (related to providing food, water, shelter, and medical care.  A necessary skill is organic/permaculture gardening/farming).  Very important: medical skills are the best way to ensure your survival.   All others will gladly sacrifice their life to protect your life, so you are around to use your medical knowledge to keep their  families alive.
5. I recommend to invest some money into technologies to increase the ""carrying capacity"" of the planet (high risk investments);
A. decrease environmental impact per capital 
B. alternatives for our food system input to improve production
C. alternatives to our current living arrangements, 
D. alternatives to our plastics industry, 
E. alternatives to disaster capitalism
F. ""Savior technologies"", ie faster-than-light travel, ""game changer"" technologies, ie Cold fusion energy & ""delaying technologies"", ie deep drilling technologies.
6. I also recommend you inform and prepare your family, friends, and others.  It is best to initially suggest people have an emergency kit... for any emergency such as flood, earthquake, tornado, hurricane, loss of electricity due to a winter storm.  Then, if the friend or relative puts together a disaster kit, what I do is introduce Peak Oil (by telling them of the 43 second movie trailer http://m.natgeotv.com/ca/2210-thecollapse/videos/collapse-of-earth  , the ""National Geographic Collapse"" movie on YouTube, & free book downloads;
7. For the truly motivated, a community based organization to mitigate Climate Change and Peak Oil is: http://www.transitionus.org/
(For non USA; https://transitionnetwork.org/)

Google ""2052 free book summary download"", &

The free book ""Plan C"" workbook download; http://www.communitysolution.org/newsolutionsreports/new-solutions-11-plan-c-curtailment-and-community?rq=plan%20c

See the Facebook page: ""National Geographic Collapse movie"""
"Hal 9000","2018-01-22T04:18:37Z","After the past 20 years w/ no warming, Too many climatologists & scientists who worked on this saw the fraud  and exposed the truth. It's a theory w/ too many unknowns & that they just don't know."
"Tom Noyb","2018-01-21T19:33:59Z","Temperature's not increasing.  Climatologists caught faking data.  Sea-levels not rising.  Obama said one-foot, but half Florida would be underwater.  Gore said twenty-feet; every coastal city would be underwater.  Failed prediction is failed theory - that's the rule in science.  Science is prediction and is not up for a vote.  Either you predict or you fail to predict."
"Derek Zoo","2018-01-21T17:31:32Z","John Stossel is a great scientist"
"Bête Politique","2018-01-20T15:13:29Z","Climate gate has been debunked."
"Bret","2018-01-19T05:10:25Z","Liberalism and this global warming religion go hand in hand. They are not the least bit interested in truth. It’s like the Catholic Church 100’s of years ago, keep people ignorant and tell them what you want them to believe so you can control them and become rich."
"AthenaSaints","2018-01-17T14:49:58Z","Chinese will solve the problem, US just sit back and relax."
"vel wheel","2018-01-17T04:39:06Z","The real issue is energy.  The globalists want to control carbon dioxide so they control all carbon based fuels which means controls of being able to fuel your car, heat your house, and essentially controlling your entire life!"
"Carlos Lagos Martin","2018-01-17T01:16:41Z","I can't stand the sheer ignorance these exceptics show to such a profound issue such as climate change. Why can't this so called journalist ''john stossel'  I won't even capitalise his name he doesnt deserve anyone's respect for misinforming voters, did not show any of the evidence provided by reputable organizations such as The United Nations, NASA, National Geographic, which not only back up their evidence with credible data, but also have a responsibility to inform the public of what really is going on, CLIMATE CHANGE IS WHAT IS GOING ON, just get up form watching this OIL sponsored bullcrap, to these websites that show the trends of rapid change that the planet is experiencing because of human activity."
"JJ G","2018-01-17T00:03:36Z","Neil Degrasse Tyson = Bill Nye = faux scientist"
"bermudaguy1","2018-01-16T15:13:48Z","The slight elevation over the last 30 years of Co2 has had a greening effect on our planet, creating 100's of tons of extra food. Problem?"
"Christine Caney","2018-01-14T20:31:49Z","Global warming money maker. Prescription drugs kill people too but they won't correct that, they make to much money."
"tom my","2018-01-13T23:10:30Z","A guy from the CATO institute?  What next, the Heartland institute?"
"Ricky Chandler","2018-01-13T19:40:20Z","Science has been hijacked by the left. A way to weaken the US."
"Jose","2018-01-13T12:13:30Z","I see all these climate change deniers in the comments here. It’s unfortunate how stupid and paranoid some of you are."
"completing","2018-01-12T00:32:04Z","Why don't they talk about the pollution? Even if you think global warming isn't real, you cannot deny the environmental damage. You cannot deny evident changes and health effects."
"Juan kingsly","2018-01-11T08:18:46Z","Al Gore uses the same amount of energy in his beach front mansion as a small town, but he's apparently carbon neutral. What does that tell you?"
"Emma Bila","2018-01-09T01:49:48Z","its a hoax created by scientists"
"Jaspur775","2018-01-09T00:28:06Z","Follow the money."
"Alex Waardenburg","2018-01-08T01:30:19Z","You guys can't keep your story straight. First you say it's not warming, now you say 'of course it's warming. You'd have to be an idiot to say it wasn't'. Then you say it's not warming. 'see, i have a snowball!'"
"John Doe","2018-01-06T14:05:31Z","Everyone is familiar with the political axiom,

""Never let a good crisis go to waste""

I submit another,

""There's no more effective way to garner votes than to manufacture a crisis that you have a ""solution"" for."
"Lesco Brandon","2018-01-05T21:16:20Z","It’s January of 2018 and we in the north east are freezing our asses.
Algore announced yesterday that the extended freeze since Christmas is caused by, no kidding here, caused by global warming.😱
Also that global warming is caused by global warming. 😱
And he was our Vice President? He’s convinced a lot of airheads too."
"coolramone","2018-01-05T20:03:48Z","""The sky is falling,"" said Chicken Little."
"Chad Castagana","2018-01-05T05:48:05Z","There is nothing to fear but the fearmongers themselves"
"Kyle Walsh","2018-01-05T00:58:50Z","Hold on if we defund global warming it will dissapear. The only thing science can truly prove is global warming needs more funding."
"Brandon Del Pesco","2018-01-04T04:10:51Z","I agree with you on many things Stossel, this is not one of them. The Earth has warmed in the last 50 years at the rate it's averaged at 500. You can't extract an entire compound from the core of the Earth, light it on fire and not expect there won't be *any* adverse effects. The last 3 summers in a row have been record highs. It doesn't take 20 degrees warming to completely fuck the system, just a few"
"SLAMSTERDAMN","2018-01-03T22:56:43Z","It’ll go on it’s own; here in 1/‘18, we do know that the Earth experiences it’s cycles, regardless of our pumping ~15 billion tons of carbon per year.  And CO2 is dwarfed by the insulation capacity of methane, which is 100x moreso than CO2.
Heat up the Earth by ~3.5 ‘F, & we’ve fried the agricultural basis of North America.

So WHY does the Pentagon set up for near future climate changes?"
"Nick J Green","2018-01-03T22:50:10Z","A complete cherry picking of information, manifestingly manipulative, to disceminate deescalation of action away from the safest form of progress - away from energy density, pollution infestation, economic rationalism.    Harness and use energy with as little effect on the environment as possible.   Its better."
"pantslizard","2018-01-03T21:29:10Z","yup. Been saying this for years. But I'm not on TV...hmm..."
"Not not possible","2018-01-03T17:50:54Z","20 years ago the same ‘climate scientists’ said that All the coastal states would be under water by now. lol. Talk about making shit up. Global warming is a myth!!!!"
"Louis Caeiro Ramos","2018-01-03T12:19:17Z","Green House gasses allows greenhouse agriculture to be succesful in the Netherlands, where not only the temperature is artificially increased but also CO2 is added to increase productivity."
"Louis Caeiro Ramos","2018-01-03T12:13:30Z","For me it's clear: a higher percentage of humans live in the Northern part of our Globe where a higher temperature would increase agriculture output and decrease oil & gas consumption for heating. Better crops and less fule comsumption. What are the benefits of a cooler Globe? None."
"Doug Plumb","2018-01-03T04:34:30Z","they planned this scam. see the pdf version of The Report From Iron Mountain and others. The truth is in print and signed for those who care to look."
